processed_review,sentiment_score,sentiment_label
love realli comfort excus fat ankl pictur comfort lightweight toonot real heavi like shoe ive look pretti much everywher comfort pair shoe walk right theyr also easi slip without use finger help get love may get anoth pair differ color,0.9446,1
true size shoe stylish comfort plea listen previou review size regret wear size 8 order 8 12 littl big order right size happi product,0.3612,1
walk shoe shoe bit narrow expect good heel comfort arch support,0.7964,1
lot complement love comfort lightweight buy work,0.7717,1
fit great foot feel good nice arch support look great feel good,0.9682,1
comfort number exact,0.4215,1
comfort comfort size correct,0.6124,1
look comfort like,0.6124,1
trendi shoe attract design bought shoe captur modern captiv design construct materi seem quit good mix leather fabric camouflag style rear make shoe particularwear easili fit compliant usual size wear model shoe comfort fit,0.8979,1
topexpect metlook good keep warm enough without inner line fit well materialotherwis alway take number larger sneaker requir,0.6237,1
modern shoe process qualiti topmodern fit exactli,0.3612,1
nice depend month beauti comfort use wide took soonh better expect brand time last,0.802,1
dispos beauti sight poor qualiti took month use tenni entir front seem like good offer lose,-0.1027,0
good giftit gift beauti cousin sight color purpl color like lot comfort,0.8689,1
verifi list beauti size arriv super great realli 23 cm,0.8402,1
nice photographi price although ideal tenni child given 34 year old sister perfectlyi happi purchas,0.7351,1
excel like ten hi thank,0.7906,1
excel beautifulof good qualiti,0.7096,1
beauti bargain realli,0.2023,1
beauti goodexact number,0.0772,1
excel product like origin seal,0.6705,1
wrong size sent sent wrong size product descript mislead,-0.7351,0
good littl small,0.4404,1
shipper follow like shoesreceiv within 2 day,0.3612,1
uncomfort stiff fit shoe worn new balanc shoe 10 year start new balanc wx1011 wx1012 cross trainer tenni base recommend local new balanc specialti shop wx 1011 1012 light weight mesh flexibl good later support sole stiff replac shoe new balanc recommend 966v3 shoe one uncomfort shoe tri stiff press across toe caus pain sole thick stiff quick movement tenni court,0.765,1
good overal fit comfort fit except area top lace hole stiff rest inner ankl bone caus rub discomfort tri tie lower hole still rub figur allevi problem happi hope time loosen,0.7506,1
small shoe pinch forefoot mention other shoe run small pinch forefoot also fit finish shoe highli disappoint way tongu sewn shoe leav lot desir extra fabric insid shoe rub foot final plastic edg lace hole sit extrem rigid plastic edg also affect front foot tiedam definit return look better solut,0.296,1
good uncomfort sneaker bought ago thought need time break month later still feel stiff heavi plastic piec dig spot get rid,0.4404,1
size love color size run small wear size 11 normal tri find wider pair shoe tight foot im hope stretch bit worn,0.7096,1
width advertis order websit said 65 medium checkout said 65 call amazon said 65 medium arriv box said 65 that wide return new balanc tenni shoe 65b im grate ship return free nice look shoe,0.7783,1
hard fit still battl fit also black glitter look strang arch support,0.743,1
origin product peopl give posit rate might kind cheat origin product replica new balanc shoei realli wonder india much cheat corrupt happen indiai see place shoe stitch place shoe stick glue pooor product,-0.3818,0
shoe qualiti upto mark new balanc recogn brand sport shoe particular shoe brand run shoe purchas shoe 18 dec 2020 abl use anymor due damag heel area within 2 month use area near toe got damag get leather patch glu insid prevent damag clearli visibl shoeswithin 4 month heel support area got worn refer pictur caus pain heelfor price shoe last 2 year last 4 monthsi run walk averag 5 8 km daili normal shoe last 5 year expect shoe last least 2 year,-0.4019,0
buy got shoe 1100 howev qualiti good fit also tight insid sole upper shoe doesnt feel high qualiti look like wont last longer 34 month see shoe return would recommend buy particular shoe new balanc,0.8555,1
u get u pay get u pay decent price basic shoe want neutral shoe u use commut sneaker use ocassion short distanc run might suit u cushion provid fresh foam decent plush much tech goe like doesnt hard plate mid sole keep ur midfoot stabl say solid heel lock miss extra layer protect term cushion sole lace basic build qualiti ok great suitabl broad foot decent think asic gel nimbu mizuno waverid mile ahead term neutral road run shoe waverid 19 still valu money product india gel nimbu bit expens u still wan na stuck nb better look fresh foam 1080 v 880 v,0.9403,1
best new balanc fit perfect order one size light weight sole qualiti product good thank amazon surpris offer glad got pair compar low price qualiti productbest walk run look stylish use casual wear nb would fit duti,0.967,1
worth buyingat prize initiallyi fool descript product need bought one size largerbut eventu 9 uk 95 u sobuy ur sizeran 5 km first daycomfortable1000 skip one gocomfortableonli one test lefthow long lastgood product,0.3182,1
good beauti gamusa soft look incred comfort color excel priceth bad thing time get lot care type tenni,0.7964,1
part informationdescript clarifi wide size sell wide size shoe without clarifi seem hoaxwa get rid balancesminimum offer price consist case tenni would excel size normal,0.4588,1
realli 4e got 12 4e larg foot usual new balanc fit properli 6e thought would give tri see man made small anoth pair new balanc bought time fit decent would even get foot,0.6124,1
light comfort comfort run faster tenni feel light race 5 10 km work well,0.7269,1
look better pictur nice brown sneakersfit well look bigcan recommend shoe even look better color everi photoi would buy againpriceperform ratio great,0.946,1
great shoeveri chic soft comfortableeasi put side zippergood price,0.7351,1
defect,-0.34,0
hard beauti tenni bought store arriv ask return decid look adida store tri gave much hard feel boot itthey mention realli comfort pay 2000 peso tenni uncomfort,0.0772,1
excel comfortableexcel buyth best consid cloth get fast easi clean,0.872,1
good shoe great solid shoe tight around heelachil initi get better wear,0.8885,1
great shoe high arch shoe take pressur pain away play tenni second pair two year love,0.8126,1
small way thin foot,0.0,1
poorli uneven fit mayb color way fit terribl tight midfoot band top actual loo toe box shoe fit bad recommend anyth basketbal work even walk adida great brand made mistak shoe see work overli narrow foot size,0.886,1
almost zero cushion see get first good look shoe fit pretti well sole pretti good grip extrem disappoint cushion level see side shoe actual sole cushion look forward boost cushion instead get appear le 14 inch cushion play game hard court knee extrem sore cushion see around heel window dress would recommend anyon valu joint,0.886,1
great cushion new favorit shoe awesom new favorit adida boost best cushion ive ever felt date feel realli good walk run feel energi return foot boost cushion want shoe coupl differ colorway 34 high top version like variou differ textilestextur thick collar around ankl achil look kinda weird im use like kudo design team would love see shoe made put togeth,0.9788,1
beauti sneaker imposs narrow worn 10 whole life shoe narrow could get foot unless narrow foot would advis,-0.296,0
look elsewher adida help got soulgrip slick indoor court 45 wear cushion pretti decent shoe worthless due slick adida support help suggest give friend im offer enemi instead go back nike,0.8126,1
comfort super comfort beauti wide ask correct screen case 23 half good color beauti vari excel product,0.93,1
excel came day good size usual well,0.7906,1
love super happygood size well wrap box super comfort,0.9485,1
expect perfect color imag,0.5719,1
super satisfi super beauti perfect buy other,0.91,1
arriv estim date least arrivedthank much good thank,0.6597,1
beauti sneaker love beauti fast ship recommend 100 percent,0.7717,1
beauti econom comfort love,0.7717,1
nice comfort shoe nice shoe chic old pinkfit perfectli daughter find super comfort noth complain,0.9201,1
tip top lockdown fast deliveri daughter happi,0.2023,1
qualiti materi sever model chuck taylor far best qualiti materi notic manufactur,0.6369,1
beauti problem product present small finish problem seem reduc 5995 detail product 89 shipment late last time bought convers model yellow thesam store purchas perfect shipment arriv fast impecc shoestherefor seem reduc detail convers burganti beauti,-0.1779,0
